level1,level2,level3,function.,pge01b,pge02b,pge03b,pge04b,pge05b,pge06b,pge07b,pge08b,pge09b,pge10b,pge01c,pge02c,pge03c,pge04c,pge05c,pge06c,pge07c,pge08c,pge09c,pge10c,pgw01b,pgw02b,pgw03b,pgw04b,pgw05b,pgw06b,pgw07b,pgw08b,pgw09b,pgw10b,pgw01c,pgw02c,pgw03c,pgw04c,pgw05c,pgw06c,pgw07c,pgw08c,pgw09c,pgw10c
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Deiminase_Pathway,Arginine/ornithine antiporter ArcD,2,2,0,3,0,1,0,0,2,2,3,1,1,1,1,0,1,1,1,2,0,2,0,0,1,0,2,0,2,0,0,3,2,0,1,3,2,2,0,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Deiminase_Pathway,Carbamate kinase (EC 2.7.2.2),7,8,3,7,10,4,2,5,7,7,0,6,5,5,14,8,6,3,11,11,14,13,7,3,11,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),110,91,77,107,95,91,91,76,81,106,121,101,108,103,92,95,83,81,93,109,114,106,88,81,95,89,0,0,105,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30),36,27,24,45,33,27,26,30,26,26,25,30,33,21,24,36,17,19,19,23,34,31,26,21,16,15,24,13,20,20,31,30,28,29,35,28,28,30,27,24
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycin synthase II,0,1,1,5,1,4,3,1,1,3,2,2,0,4,2,2,0,0,2,4,1,2,2,2,0,0,1,0,1,0,2,0,1,0,3,2,3,0,0,2
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycinase (EC 3.4.15.6),4,2,7,6,3,6,5,7,4,8,6,9,7,3,7,4,7,8,7,7,5,8,2,4,10,5,5,2,8,4,6,8,7,17,7,7,9,2,6,15
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycinase (EC 3.4.15.6) dimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycinase 2 (EC 3.4.15.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Isoaspartyl dipeptidase (EC 3.4.19.5),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Secreted cyanophycinase CphE (EC 3.4.15.6),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycin synthetase-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19),19,17,15,14,12,16,7,8,25,15,12,24,14,12,10,17,23,19,25,24,12,7,19,27,19,18,16,22,10,23,20,10,23,25,12,13,16,9,32,20
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)",10,6,10,6,5,10,7,10,11,10,6,4,8,3,5,14,11,13,4,10,12,4,9,5,7,14,8,11,13,11,6,12,4,12,15,9,6,11,12,13
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Agmatinase (EC 3.5.3.11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,14,23,7,12,13,10,16,8,9,12,27
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"Agmatine/putrescine antiporter, associated with agmatine catabolism",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Arginine/ornithine antiporter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Carbamate kinase (EC 2.7.2.2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,6,3,13,15,10,6,8,4,7,10,3
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"DNA-binding response regulator, LuxR family, near polyamine transporter",0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,N-carbamoylputrescine amidase (3.5.1.53),23,31,19,13,25,20,19,4,17,16,11,10,7,28,22,12,13,10,12,13,20,16,20,16,23,20,13,20,20,13,11,14,17,25,19,13,17,12,8,11
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Ornithine decarboxylase (EC 4.1.1.17),2,0,3,0,0,2,4,1,2,5,2,4,2,1,4,1,3,3,0,1,0,2,2,3,2,1,0,4,4,2,1,0,2,4,1,1,4,1,4,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"Probable two-component sensor, near polyamine transporter",3,3,1,1,2,3,4,2,1,1,3,2,1,1,1,1,1,2,2,2,1,2,2,0,0,3,3,1,1,3,0,1,1,3,0,1,2,0,1,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,8,7,14,16,7,5,5,8,7,4,15
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Putrescine carbamoyltransferase (EC 2.1.3.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1),30,15,20,22,28,23,22,17,21,18,17,14,25,23,30,22,24,16,18,15,13,16,22,22,23,18,16,16,24,24,12,20,22,19,24,32,19,13,14,9
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,17,12,16,12,13,16,17,16,7,15,15
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Putrescine transport system permease protein PotI (TC 3.A.1.11.2),10,4,6,7,2,12,5,12,3,10,6,11,5,7,4,6,6,3,7,15,4,14,11,2,6,16,8,11,3,5,9,5,13,10,5,6,5,11,3,9
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"Putrescine/proton symporter, putrescine/ornithine antiporter PotE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), eukaryotic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B",1,3,3,4,0,2,2,1,2,2,6,1,5,2,1,2,0,3,7,1,2,2,1,1,3,2,0,1,3,1,0,2,1,2,0,2,0,2,2,2
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Spermidine N1-acetyltransferase (EC 2.3.1.57),0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1),10,5,8,9,6,7,10,2,11,10,5,12,6,8,10,11,6,7,4,6,8,6,8,2,7,8,8,7,11,5,9,9,1,2,8,14,7,5,3,10
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1),9,10,9,6,6,9,7,10,6,6,9,1,10,11,12,4,7,9,4,6,8,8,8,7,12,12,9,1,8,7,9,11,5,11,7,16,7,6,7,8
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Spermidine synthase (EC 2.5.1.16),13,7,11,11,6,8,7,11,11,17,18,6,10,5,7,13,12,8,9,6,5,16,9,7,4,7,6,11,12,4,12,5,6,7,7,9,1,7,12,11
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"Carboxynorspermidine dehydrogenase, putative (EC 1.1.1.-)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"Predicted chaperone lipoprotein YacC, potentially involved in protein secretion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19),11,11,17,7,11,17,7,17,17,13,7,18,6,7,12,13,13,15,22,7,23,14,19,13,25,19,13,9,11,8,17,28,32,8,13,22,13,10,12,12
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-),1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94),0,1,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Glycine/D-amino acid oxidase (deaminating) in putrescine utilization cluster,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Monoamine/putrescine oxidase (EC 1.4.3.10),0,0,1,0,0,0,1,0,1,1,0,1,1,0,2,1,1,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,0,1,2,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Putative oxidoreductase in putrescine utilization cluster,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Putrescine aminotransferase (EC 2.6.1.82),0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Putrescine importer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Putrescine_utilization_pathways,Similar to gamma-glutamyl-putrescine oxidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_carboxylase_and_Allophanate_hydrolase_cluster,Allophanate hydrolase (EC 3.5.1.54),7,2,4,4,1,4,6,8,9,2,1,7,2,6,1,4,1,2,7,2,4,4,7,3,0,5,7,4,4,4,0,3,3,1,2,8,6,2,2,4
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_carboxylase_and_Allophanate_hydrolase_cluster,Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54),11,8,9,7,7,11,3,3,11,6,6,8,6,8,4,13,5,6,7,4,9,2,3,4,12,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_carboxylase_and_Allophanate_hydrolase_cluster,Urea carboxylase (EC 6.3.4.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,2,1,3,0,2
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Eukaryotic-type low-affinity urea transporter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,HupE-UreJ family metal transporter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,5,0,5,3,1,2,3,0,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Nickel transporter UreH,0,3,1,0,3,0,1,4,2,3,0,2,2,0,2,2,2,0,0,0,3,1,0,0,1,3,2,0,0,4,0,3,1,2,1,1,2,6,0,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea ABC transporter, ATPase protein UrtD",7,10,14,5,7,16,10,12,10,7,10,9,8,16,10,8,3,15,8,11,12,6,7,9,9,7,13,19,14,5,7,17,6,11,8,15,5,13,7,6
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea ABC transporter, ATPase protein UrtE",4,4,9,5,5,9,10,4,5,7,9,13,5,8,9,10,8,7,6,12,1,8,5,5,7,4,8,3,7,0,1,15,7,3,10,12,6,9,7,7
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea ABC transporter, permease protein UrtB",5,7,3,6,10,11,13,3,5,7,9,9,12,11,7,9,4,10,5,7,10,8,11,18,7,4,10,8,4,18,7,12,14,11,8,9,10,8,5,8
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea ABC transporter, permease protein UrtC",9,4,4,5,4,16,6,2,12,7,9,10,8,10,10,10,10,17,6,8,5,10,8,4,10,8,14,5,13,7,1,3,3,8,3,9,8,17,9,4
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea ABC transporter, urea binding protein",12,24,20,10,15,14,16,9,11,12,12,8,14,11,21,17,14,24,12,24,19,21,17,11,14,8,12,9,14,11,16,10,26,7,11,19,12,10,10,10
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Urea carboxylase (EC 6.3.4.6),2,2,0,1,1,0,2,2,5,5,1,1,0,1,2,1,1,5,0,1,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea carboxylase-related ABC transporter, ATPase protein",5,4,2,4,1,2,0,3,9,2,1,4,0,5,2,4,2,3,6,5,2,4,1,3,4,0,1,0,3,3,0,3,1,4,2,7,2,0,7,4
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein",3,0,1,1,0,0,2,0,1,1,0,0,8,1,2,2,4,4,1,1,3,0,3,0,0,2,1,1,2,1,0,1,1,0,3,1,3,4,0,1
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,"Urea carboxylase-related ABC transporter, permease protein",3,1,2,0,2,1,1,0,2,2,0,0,0,0,0,3,0,0,0,1,1,2,1,4,1,0,2,0,1,1,0,0,3,1,1,2,2,1,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Urea carboxylase-related amino acid permease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,3,2,2,5,2,13,9,3,3,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10),5,3,1,5,1,3,2,3,3,4,1,5,2,0,4,4,0,5,1,3,2,2,5,3,4,0,2,0,1,1,4,2,3,4,3,3,1,3,0,9
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Urea channel UreI,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Urease accessory protein UreD,1,4,5,6,0,0,1,1,3,3,7,2,4,3,3,2,3,1,3,2,1,5,1,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Urease alpha subunit (EC 3.5.1.5),27,11,11,17,16,30,14,13,21,29,13,15,13,19,19,17,13,23,18,17,21,25,29,10,18,19,19,10,17,11,25,16,13,13,14,14,8,23,18,27
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_decomposition,Partial urea carboxylase (EC 6.3.4.6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urease_subunits,Urease accessory protein UreE,5,0,3,1,2,1,3,0,1,0,6,1,0,2,4,1,1,2,1,5,7,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urease_subunits,Urease accessory protein UreF,2,3,4,3,1,0,3,1,6,2,2,9,7,7,2,5,3,1,0,5,5,1,3,7,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urease_subunits,Urease accessory protein UreG,8,5,8,10,8,9,5,11,6,7,9,12,8,8,8,8,14,3,8,2,11,5,7,7,10,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)",3,6,4,2,6,3,3,5,4,3,5,3,3,3,2,3,1,7,6,2,5,4,4,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-)",4,2,4,0,4,0,2,1,1,4,5,2,6,4,1,1,1,0,1,8,6,3,2,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.-)",16,13,10,12,6,4,19,14,12,19,11,5,5,7,11,19,14,11,13,7,13,19,3,8,9,7,3,11,12,8,14,16,9,10,5,16,14,11,16,16
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,3,3,5,13,3,10,8,6,5,4
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,8,10,14,8,9,10,9,9,9,12,9
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)",4,4,4,1,5,4,4,4,7,5,10,3,6,10,4,2,7,3,3,6,8,1,5,1,10,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase.",1,4,2,1,1,0,2,1,0,0,1,0,4,1,4,3,2,1,6,3,5,0,1,0,3,0,0,3,2,2,5,4,2,1,0,1,2,4,0,2
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Anthranilate dioxygenase reductase,2,1,0,0,0,3,0,2,0,1,0,0,1,2,1,0,1,0,1,2,5,3,2,1,2,8,4,0,0,0,5,4,1,6,2,0,1,1,4,1
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Aromatic amino acid transport protein AroP,1,1,4,3,1,3,3,0,1,2,1,3,1,2,0,2,4,6,0,1,3,3,2,2,3,1,0,6,3,2,1,1,0,0,4,2,7,3,1,2
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Aromatic ring-opening dioxygenase,0,0,0,0,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,1,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Homoprotocatechuate degradative operon repressor,1,0,0,0,1,0,0,0,3,0,0,3,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,2
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Indoleacetamide hydrolase (EC 3.5.1.-),1,2,3,7,1,4,3,1,7,6,7,7,9,5,2,6,4,3,7,3,3,2,3,7,3,5,4,3,3,1,2,5,5,7,2,5,4,2,5,2
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"Kynurenine formamidase, bacterial (EC 3.5.1.9)",5,10,7,11,8,6,9,14,8,6,2,7,10,11,3,9,16,5,5,5,8,10,2,9,12,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Phenylalanine hydroxylase transcriptional activator PhhR,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Phenylalanine-specific permease,0,1,0,1,0,0,0,1,1,1,2,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"Putative 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",1,1,5,5,3,0,2,2,1,0,3,2,0,5,0,0,3,0,2,4,1,2,0,1,0,0,3,6,2,4,5,1,2,4,3,1,4,3,1,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Putative 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase oxidoreductase protein (EC 1.2.1.60),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Putative fumarylacetoacetate (FAA) hydrolase,3,1,1,1,0,0,1,0,1,0,0,1,3,1,2,1,1,1,0,2,3,0,0,2,2,3,1,0,2,1,0,1,0,5,2,0,2,2,1,4
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,"Tryptophan 2,3-dioxygenase (EC 1.13.11.11)",14,7,18,6,25,11,22,11,16,20,17,9,22,16,17,11,26,11,16,21,8,31,5,4,13,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Tryptophanase (EC 4.1.99.1),3,3,3,1,2,2,15,5,5,5,3,9,4,0,11,1,12,2,4,1,7,5,14,9,0,0,4,7,4,8,4,4,5,2,5,9,5,2,4,7
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,Amino acid-binding ACT,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",29,27,22,21,32,41,29,22,22,25,27,29,21,45,21,8,26,23,14,19,31,28,22,12,21,23,35,22,32,20,14,17,18,23,28,21,20,29,14,35
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits like",0,0,2,0,2,0,2,1,1,0,0,0,0,0,0,1,2,1,0,1,1,4,0,0,1,0,1,3,1,0,1,2,0,2,1,1,1,1,0,0
