level1,level2,level3,funct,pgeb.1,pgeb.2,pgeb.3,pgeb.4,pgec.1,pgec.2,pgec.3,pgec.4,pgwb.1,pgwb.2,pgwb.3,pgwb.4,pgwc.1,pgwc.2,pgwc.3,pgwc.4,rcb.1,rcb.2,rcb.3,rcb.4,rcc.1,rcc.2,rcc.3,rcc.4
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,Agmatine deiminase (EC 3.5.3.12),0.000105636,0.000233654,0.000112616,5.88E-05,0.000121553,7.39E-05,0.00011854,0.000156023,0.000141287,0.000164856,0.000171813,0.000154696,0.000130573,0.000168999,0.000225884,8.30E-05,0.00026854,0.000119958,0.000125102,0.000153895,0.000287574,0.000388506,0.000249646,0.000228194
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,"Agmatine/putrescine antiporter, associated with agmatine catabolism",2.64E-05,0,0,0,0,0,0,1.95E-05,0,0,0,0,0,1.69E-05,0,0,0,0,0,2.56E-05,0,0,9.99E-06,0
Amino Acids and Derivatives,"Alanine, serine, and glycine",Alanine_biosynthesis,Alanine racemase (EC 5.1.1.1),0.000396134,0.000220673,0.000450462,0.00032351,0.00036466,0.000443623,0.000429706,0.000458317,0.000367346,0.000299738,0.000452962,0.000331492,0.000279799,0.000287298,0.000474357,0.00029036,0.000436377,0.000609787,0.000469131,0.000423213,0.000357289,0.000334919,0.000389447,0.00031475
Amino Acids and Derivatives,"Alanine, serine, and glycine",Alanine_biosynthesis,"Alanine racemase, biosynthetic (EC 5.1.1.1)",0,1.30E-05,0,0,0,0,0,1.95E-05,0,0,0,0,0,0,3.39E-05,4.15E-05,1.68E-05,0,7.82E-06,0,0,0,0,1.57E-05
Amino Acids and Derivatives,Proline and 4-hydroxyproline,"Proline,_4-hydroxyproline_uptake_and_utilization",Aldehyde dehydrogenase (EC 1.2.1.3) in 4-hydroxyproline catabolic gene cluster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E-05,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Urea_carboxylase_and_Allophanate_hydrolase_cluster,Allophanate hydrolase (EC 3.5.1.54),0.000105636,0.000155769,0.000112616,0.00023528,2.03E-05,7.39E-05,5.93E-05,0.00013652,5.65E-05,8.99E-05,4.69E-05,4.42E-05,0.000111919,5.07E-05,3.39E-05,0.00024888,9.23E-05,0.000189934,0.000101645,1.28E-05,0.000122001,0.000160761,8.99E-05,7.08E-05
Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Lysine_biosynthesis_AAA_pathway_2,Alpha-aminoadipate aminotransferase (EC 2.6.1.39),0,0,0,2.94E-05,0,3.70E-05,0,9.75E-06,2.83E-05,1.50E-05,0,0,1.87E-05,0,0,0,2.52E-05,1.00E-05,0,0,0,0,9.99E-06,1.57E-05
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,Amino acid-binding ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71E-06,0,2.00E-05,0
Amino Acids and Derivatives,"Alanine, serine, and glycine",Glycine_and_Serine_Utilization,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),0.000686632,0.000519231,0.000649705,0.0002941,0.000405178,0.000850277,0.000889047,0.000643595,0.000847721,0.000584489,0.000859066,0.000618785,0.000708823,0.000439397,0.000621181,0.00116144,0.000679741,0.000919678,0.000508225,0.000679705,0.00075815,0.000723424,0.000808851,0.000660975
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Anthranilate dioxygenase reductase,0,2.60E-05,7.80E-05,2.94E-05,0,3.70E-05,0,1.95E-05,2.83E-05,0,0,0,3.73E-05,3.38E-05,2.26E-05,4.15E-05,8.39E-06,5.00E-05,3.13E-05,5.13E-05,7.84E-05,0,3.99E-05,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,"Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.",Anthranilate phosphoribosyltransferase (EC 2.4.2.18),0.000343316,0.000480289,0.00047645,0.000441151,0.000688803,0.000739372,0.000607515,0.000429063,0.000367346,0.00043462,0.000577917,0.000353591,0.000429024,0.000473197,0.000553416,0.00012444,0.000570647,0.000619783,0.000555139,0.000487336,0.000461862,0.000361712,0.000469334,0.000660975
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Tryptophan_synthesis,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)",0.000607405,0.000350481,0.000207906,0.00017646,0.000425437,0.000295749,0.000296349,0.000302295,0.000226059,0.000329712,0.000203052,0.000331492,0.000242492,0.000219699,0.000271061,0.0002074,0.00026854,0.000239916,0.000258022,0.000320616,0.000252717,0.000200951,0.000299575,0.0003777
Amino Acids and Derivatives,Aromatic amino acids and derivatives,"Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.","Anthranilate synthase, aminase component (EC 4.1.3.27)",0.000950721,0.000675,0.000883599,0.000764661,0.000810356,0.000443623,0.000726055,0.000692352,0.000480375,0.000749344,0.000749731,0.00079558,0.000671517,0.000726695,0.000847065,0.00070516,0.000839187,0.000859699,0.000586414,0.000807951,0.000854008,0.000763614,0.000798866,0.0005036
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,Arginase (EC 3.5.3.1),0.000158453,0.000142789,0.000147266,0.00014705,0.000101295,3.70E-05,7.41E-05,0.00013652,0.000197802,0.00023979,0.000140574,8.84E-05,0.000149226,0.000101399,0.000101648,0.00012444,0.000117486,1.00E-04,0.000117283,0.000256492,0.000209145,0.000147364,4.99E-05,9.44E-05
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,"Arginine ABC transporter, permease protein ArtQ",0,0,0,0,0,0,0,0,0,0,1.56E-05,0,1.87E-05,0,1.13E-05,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,Arginine N-succinyltransferase (EC 2.3.1.109),0.000105636,2.60E-05,7.80E-05,8.82E-05,6.08E-05,3.70E-05,8.89E-05,5.85E-05,0.000169544,7.49E-05,7.81E-05,2.21E-05,3.73E-05,1.69E-05,9.04E-05,4.15E-05,5.04E-05,3.00E-05,7.82E-05,6.41E-05,6.97E-05,9.38E-05,5.99E-05,9.44E-05
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,"Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)",0,0,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Deiminase_Pathway,Arginine deiminase (EC 3.5.3.6),0.000316907,0.000298558,0.000329184,0.00020587,0.00018233,0.000110906,0.000222262,0.000312046,0.000282574,0.000494567,0.000328007,0.000331492,0.000279799,0.000253498,0.000384003,4.15E-05,0.000344067,0.000479832,0.000320573,0.000115422,0.000488005,0.000294728,0.000139801,0.000220325
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Biosynthesis_extended,"Arginine pathway regulatory protein ArgR, repressor of arg regulon",0,0.000103846,0.000303196,0.00017646,8.10E-05,3.70E-05,8.89E-05,0.000234034,0.000197802,8.99E-05,0.000140574,8.84E-05,0.000223839,0.000101399,9.04E-05,4.15E-05,0.000125878,0.000179937,0.00013292,0.000179545,0.000217859,0.000214348,0.000179745,0.000102294
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,Arginine permease RocE,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,1.00E-05,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,Arginine utilization protein RocB,0,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,5.07E-05,1.13E-05,0,8.39E-06,0,0,2.56E-05,0,0,0,1.57E-05
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,Arginine utilization regulatory protein RocR,5.28E-05,0,0,0,0,0,0,2.93E-05,0,1.50E-05,0,0,0,5.07E-05,0,4.15E-05,8.39E-06,0,1.56E-05,0,1.74E-05,2.68E-05,9.99E-06,7.87E-06
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,"Arginine/ornithine ABC transporter, ATP-binding protein AotP",2.64E-05,1.30E-05,0,2.94E-05,4.05E-05,0,0,0,0,0,3.12E-05,0,0,0,0,0,8.39E-06,0,1.56E-05,1.28E-05,8.71E-06,0,0,7.87E-06
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_and_Ornithine_Degradation,"Arginine/ornithine ABC transporter, periplasmic arginine/ornithine binding protein",0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Arginine/ornithine antiporter,0,0,4.33E-05,0,0,0,0,0,2.83E-05,0,0,2.21E-05,0,0,1.13E-05,0,0,0,0,0,0,2.68E-05,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Deiminase_Pathway,Arginine/ornithine antiporter ArcD,0,5.19E-05,5.20E-05,0,2.03E-05,7.39E-05,4.45E-05,1.95E-05,0,1.50E-05,6.25E-05,0,0.000242492,5.07E-05,3.39E-05,4.15E-05,5.87E-05,5.00E-05,0,1.28E-05,8.71E-05,6.70E-05,2.00E-05,4.72E-05
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Biosynthesis_extended,Argininosuccinate lyase (EC 4.3.2.1),0.000792267,0.000726923,0.000987552,0.000647021,0.00074958,0.000887246,0.000859412,0.000721606,0.000593405,0.000809292,0.000796589,0.001104972,0.00069017,0.000506997,0.000711535,0.00141032,0.001007024,0.001019643,0.000875712,0.000589933,0.000906294,0.000870788,0.000569192,0.000676712
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine_Biosynthesis_extended,Argininosuccinate synthase (EC 6.3.4.5),0.000845085,0.000856731,0.001039528,0.000794071,0.000850874,0.00103512,0.000651968,0.000916635,0.001102037,0.000734357,0.000718492,0.001104972,0.001193807,0.000844994,0.000711535,0.00091256,0.001090943,0.000779727,0.001094639,0.001115742,0.000766864,0.000830598,0.001008568,0.000723925
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Phenylalanine_and_Tyrosine_Branches_from_Chorismate,Arogenate dehydratase (EC 4.2.1.91),0,0,1.73E-05,0,0,0,0,0,0,0,1.56E-05,0,0,1.69E-05,1.13E-05,0,8.39E-06,0,0,0,0,0,0,7.87E-06
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Phenylalanine_and_Tyrosine_Branches_from_Chorismate,Arogenate dehydrogenase (EC 1.3.1.43),0,0.000181731,0.000164592,8.82E-05,0.000101295,0.000147874,0.00011854,3.90E-05,5.65E-05,7.49E-05,0.000124955,6.63E-05,1.87E-05,0.000118299,0.000101648,0,8.39E-05,0.000119958,0.000109464,5.13E-05,7.84E-05,6.70E-05,0.000109844,0.000102294
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Aromatic amino acid transport protein AroP,5.28E-05,0.000181731,0.000155929,0.00014705,4.05E-05,0.000110906,0.000103722,0.000146272,0.000310831,8.99E-05,0.000187433,6.63E-05,0.000223839,0.000135199,0.00013553,8.30E-05,4.20E-05,0.000219923,3.91E-05,8.98E-05,0.000165573,0.000107174,0.000169759,7.87E-05
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Aromatic_amino_acid_degradation,Aromatic ring-opening dioxygenase,0,5.19E-05,4.33E-05,0,0,0,4.45E-05,5.85E-05,8.48E-05,3.00E-05,0,4.42E-05,0,3.38E-05,0,0,1.68E-05,1.00E-05,7.82E-06,0,8.71E-06,0,9.99E-06,3.15E-05
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),0.001082766,0.001531732,0.001602606,0.001529322,0.001418124,0.001219963,0.001985538,0.001852773,0.001808472,0.001693518,0.002233572,0.001679558,0.001473606,0.001808288,0.001581188,0.00149328,0.002148318,0.001589444,0.001939075,0.001872395,0.001568586,0.001996115,0.00188732,0.001400637
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnB,0,1.30E-05,0,0,0,0,1.48E-05,0,0,0,0,0,0,1.69E-05,0,0,0,1.00E-05,0,0,0,1.34E-05,0,7.87E-06
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnH,0.000184862,7.79E-05,0.000129941,5.88E-05,0.000283625,3.70E-05,0.000207444,0.00013652,5.65E-05,7.49E-05,0.000187433,6.63E-05,0.000167879,0.000118299,7.91E-05,0.00029036,8.39E-05,8.00E-05,0.000140739,0.000128246,0.000156859,0.000160761,0.000159773,0.000118031
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Aspartate aminotransferase (EC 2.6.1.1),0.002033487,0.002427405,0.002399577,0.002205753,0.001985373,0.001515712,0.001911451,0.002252582,0.001864986,0.002188085,0.002202334,0.001878453,0.001977243,0.002568783,0.002394371,0.0018666,0.002316155,0.002099265,0.002017264,0.002180186,0.002152449,0.002009512,0.002017136,0.001975056
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Aspartate ammonia-lyase (EC 4.3.1.1),0.000132045,0.000129808,0.000121278,8.82E-05,0.00018233,7.39E-05,0.000177809,0.000165774,2.83E-05,0.000104908,0.000124955,0.000154696,0.000205186,0.000202799,0.000169413,8.30E-05,0.000125878,0.000119958,5.47E-05,0.000179545,7.84E-05,0.000160761,6.99E-05,0.000141637
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Aspartate racemase (EC 5.1.1.13),0,2.60E-05,3.47E-05,0,4.05E-05,0,2.96E-05,0,2.83E-05,1.50E-05,3.12E-05,2.21E-05,5.60E-05,1.69E-05,3.39E-05,0.00012444,4.20E-05,3.00E-05,2.35E-05,1.28E-05,3.49E-05,0,2.00E-05,1.57E-05
Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis",Aspartate--ammonia ligase (EC 6.3.1.1),0,0,0,0,0,0,0,0,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,3.49E-05,0,0,0
Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Threonine_and_Homoserine_Biosynthesis,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),0.000871494,0.001038462,0.000693019,0.001058761,0.000769839,0.000702403,0.001007587,0.000760612,0.000791206,0.001004121,0.001077738,0.000618785,0.001156501,0.000929494,0.000700241,0.00099552,0.001023808,0.000729745,0.000758429,0.00085925,0.000671006,0.000817201,0.000649078,0.00069245
Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Threonine_and_Homoserine_Biosynthesis,Aspartokinase (EC 2.7.2.4),0.000765859,0.001051443,0.000779646,0.001235221,0.000871133,0.000702403,0.000948317,0.000809369,0.000565147,0.000749344,0.001187073,0.000883978,0.001044581,0.001098493,0.000880948,0.00099552,0.000872754,0.001159594,0.0009539,0.000769477,0.001098011,0.000937772,0.001018554,0.000653106
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Bacilysin_biosynthesis,Bacilysin biosynthesis oxidoreductase BacC,0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,0,0,0
Amino Acids and Derivatives,Histidine Metabolism,Histidine_Degradation,"Believed to be an alternative form of N-formylglutamate deformylase (EC 3.5.1.68), but experimentally invalidated",5.28E-05,7.79E-05,0.000138604,5.88E-05,0.000101295,0,5.93E-05,7.80E-05,0.000169544,4.50E-05,0.000124955,8.84E-05,0.000223839,5.07E-05,6.78E-05,0,9.23E-05,1.00E-04,9.38E-05,1.28E-05,6.10E-05,9.38E-05,3.99E-05,8.66E-05
Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Lysine_degradation,Beta-lysine acetyltransferase (EC 2.3.1.-),0,0,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Phenylalanine_and_Tyrosine_Branches_from_Chorismate,Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57),2.64E-05,7.79E-05,9.53E-05,2.94E-05,8.10E-05,7.39E-05,8.89E-05,0.000195029,0.000141287,8.99E-05,0.000124955,4.42E-05,0.000205186,0.000219699,5.65E-05,0.00012444,7.55E-05,8.00E-05,0.000140739,0.000102597,0.000156859,0.000187554,0.000129816,3.93E-05
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Phenylalanine_and_Tyrosine_Branches_from_Chorismate,Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57),0.000290498,0.000311539,0.00038116,0.00017646,8.10E-05,0.000184843,0.000296349,0.000429063,0.000367346,0.000404646,0.000328007,0.000309392,0.000261145,0.000371797,0.000271061,0.00037332,0.000369242,0.000379867,0.000312754,0.00033344,0.000400861,0.000361712,0.000389447,0.000173112
Amino Acids and Derivatives,Branched-chain amino acids,HMG_CoA_Synthesis,Biotin carboxyl carrier protein of methylcrotonyl-CoA carboxylase,0,1.30E-05,0,0,0,0,0,9.75E-06,2.83E-05,0,0,0,0,0,0,0,0,0,0,2.56E-05,8.71E-06,0,0,7.87E-06
Amino Acids and Derivatives,Branched-chain amino acids,HMG_CoA_Synthesis,Biotin carboxylase of methylcrotonyl-CoA carboxylase (EC 6.3.4.14),0,1.30E-05,2.60E-05,0,0,0,2.96E-05,9.75E-06,0,1.50E-05,0,2.21E-05,0,1.69E-05,1.13E-05,0,3.36E-05,1.00E-05,0,3.85E-05,1.74E-05,0,9.99E-06,7.87E-06
Amino Acids and Derivatives,Branched-chain amino acids,Valine_degradation,Branched-chain acyl-CoA dehydrogenase (EC 1.3.99.12),0.000132045,0.000103846,9.53E-05,0.00020587,6.08E-05,7.39E-05,0.000177809,0.000156023,0.000197802,7.49E-05,9.37E-05,0.000132597,0.000205186,0.000118299,0.00013553,0.00029036,0.000159445,0.000109962,0.00020329,0.000115422,0.000122001,9.38E-05,7.99E-05,0.000133769
Amino Acids and Derivatives,Branched-chain amino acids,Valine_degradation,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)",0.000343316,0.000519231,0.000441799,0.000588201,0.000324143,0.000295749,0.000607515,0.000438815,0.000734692,0.000314725,0.000281149,0.000441989,0.000373065,0.000422497,0.000451768,0.00029036,0.00040281,0.000489829,0.00075061,0.000628407,0.00041829,0.00061625,0.00054922,0.0003777
Amino Acids and Derivatives,Branched-chain amino acids,Valine_degradation,"Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",0.000580996,0.000480289,0.000814297,0.000441151,0.000607767,0.000332717,0.00069642,0.00054608,0.000508633,0.000569502,0.000546679,0.000707182,0.000503637,0.000659096,0.000519533,0.00091256,0.000545471,0.000409857,0.000531682,0.000628407,0.000662292,0.000629647,0.000708993,0.000432781
Amino Acids and Derivatives,Branched-chain amino acids,Leucine_Degradation_and_HMG-CoA_Metabolism,Branched-chain amino acid aminotransferase (EC 2.6.1.42),0.000765859,0.000636058,0.000744995,0.001352862,0.000668544,0.000850277,0.000859412,0.001170172,0.000819464,0.000749344,0.000640395,0.00081768,0.00069017,0.001132292,0.000655064,0.00045628,0.000730092,0.000859699,0.000664602,0.001013145,0.000827865,0.000884185,0.000848795,0.000637369
Amino Acids and Derivatives,Branched-chain amino acids,Valine_degradation,Butyrate kinase (EC 2.7.2.7),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-06,1.28E-05,0,0,0,0
Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Lysine_fermentation,Butyrate-acetoacetate CoA-transferase subunit B (EC 2.8.3.9),0,2.60E-05,2.60E-05,2.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,7.82E-06,0,0,0,9.99E-06,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Polyamine_Metabolism,Carbamate kinase (EC 2.7.2.2),7.92E-05,0.000155769,0.000415811,5.88E-05,4.05E-05,0,0.000133357,0.000117017,0.000197802,0.00023979,0.000203052,2.21E-05,0.000111919,0.000236598,3.39E-05,0.0002074,0.000142662,0.000119958,0.000195471,0.000192369,0.000183002,0.000281332,8.99E-05,0.000165244
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Phenylalanine_and_Tyrosine_Branches_from_Chorismate,Chorismate mutase I (EC 5.4.99.5),0.000105636,0.000350481,0.000173255,5.88E-05,0.000202589,0.000184843,0.00011854,0.000195029,0.000197802,0.000134882,0.000203052,0.000176796,0.000186532,0.000101399,6.78E-05,0.00016592,0.000109094,0.000119958,0.000101645,0.000153895,0.000130716,0.000147364,0.000109844,0.000173112
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Phenylalanine_and_Tyrosine_Branches_from_Chorismate,Chorismate mutase II (EC 5.4.99.5),5.28E-05,9.09E-05,0.000112616,0.00023528,8.10E-05,0.000110906,0.000148174,5.85E-05,0.000141287,3.00E-05,9.37E-05,4.42E-05,0.000186532,0.000118299,0.000169413,0,0.000142662,0.000149948,0.000109464,0.000179545,0.000104572,0.000160761,0.000109844,0.000102294
Amino Acids and Derivatives,Aromatic amino acids and derivatives,Chorismate_Synthesis,Chorismate mutase III (EC 5.4.99.5),0,0,0,0,0,3.70E-05,1.48E-05,9.75E-06,0,0,0,0,0,0,0,0,8.39E-06,2.00E-05,0,0,0,0,9.99E-06,0
Amino Acids and Derivatives,Histidine Metabolism,Histidine_Degradation,Conserved hypothetical protein (perhaps related to histidine degradation),0,1.30E-05,8.66E-06,2.94E-05,0,0,0,1.95E-05,2.83E-05,0,1.56E-05,0,1.87E-05,0,0,0,0,0,1.56E-05,0,8.71E-06,0,0,1.57E-05
Amino Acids and Derivatives,NULL,Creatine_and_Creatinine_Degradation,Creatinase (EC 3.5.3.3),0,0,8.66E-06,0,2.03E-05,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,1.00E-05,1.56E-05,0,8.71E-06,5.36E-05,2.00E-05,7.87E-06
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30),0.001241219,0.000791827,0.000623717,0.000705841,0.001093981,0.001330869,0.000859412,0.000380306,0.000508633,0.001183964,0.000968402,0.000906077,0.000932662,0.000777395,0.001061655,0.00066368,0.000881146,0.000669766,0.001118096,0.000179545,0.000671006,0.000669837,0.000369475,0.001078019
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycin synthase II,0,3.89E-05,6.06E-05,2.94E-05,6.08E-05,0,5.93E-05,9.75E-06,2.83E-05,1.50E-05,3.12E-05,0,1.87E-05,1.69E-05,3.39E-05,0,1.68E-05,1.00E-05,2.35E-05,3.85E-05,8.71E-06,6.70E-05,9.99E-06,3.15E-05
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycin synthetase-like,0,0,0,0,0,7.39E-05,0,0,0,0,0,0,0,0,4.52E-05,0,0,0,0,0,0,0,0,0
Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Cyanophycin_Metabolism,Cyanophycinase (EC 3.4.15.6),0.000422543,0.000402404,0.000121278,0.00020587,0.00036466,0.00051756,0.000266714,0.000126769,0.000197802,0.000359685,0.000124955,0.000154696,0.000186532,0.000388697,0.000406591,0.0002074,0.000167837,0.000119958,0.00020329,3.85E-05,0.000156859,0.000241141,8.99E-05,0.000464256
